proteins	genes	gene_name	kcat	rxns	notes	stoicho
Q16836	ENSG00000138796	HADH	335.0590	MAR03430	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=314; source=DLKcat	1
P42765	ENSG00000167315	ACAA2	22.1871	MAR03430	substrate=(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA; SMILES=CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=397; source=DLKcat	1
P42765	ENSG00000167315	ACAA2	20.1668	MAR03430	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=397; source=DLKcat	1
Q9H845	ENSG00000177646	ACAD9	0.9485	MAR03430	substrate=(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA; SMILES=CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=621; source=DLKcat	1
Q9H845	ENSG00000177646	ACAD9	0.0908	MAR03430	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=621; source=DLKcat	1
P09110	ENSG00000060971	ACAA1	2.5409	MAR03431	substrate=(11Z,14Z,17Z)-eicosatrienoyl-CoA; SMILES=CCC=CCC=CCC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=424; source=DLKcat	1
P09110	ENSG00000060971	ACAA1	1.8561	MAR03431	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=424; source=DLKcat	1
Q99714	ENSG00000072506	HSD17B10	8.9717	MAR03431	substrate=(11Z,14Z,17Z)-eicosatrienoyl-CoA; SMILES=CCC=CCC=CCC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=261; source=DLKcat	1
Q99714	ENSG00000072506	HSD17B10	8.8256	MAR03431	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=261; source=DLKcat	1
P49748	ENSG00000072778	ACADVL	6.5567	MAR03431	substrate=(11Z,14Z,17Z)-eicosatrienoyl-CoA; SMILES=CCC=CCC=CCC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=655; source=DLKcat	1
P49748	ENSG00000072778	ACADVL	10.8180	MAR03431	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=655; source=DLKcat	1
P40939	ENSG00000084754	HADHA	2.4189	MAR03431	substrate=(11Z,14Z,17Z)-eicosatrienoyl-CoA; SMILES=CCC=CCC=CCC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=763; source=DLKcat	1
P40939	ENSG00000084754	HADHA	3.8823	MAR03431	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=763; source=DLKcat	1
P28330	ENSG00000115361	ACADL	66.0933	MAR03431	substrate=(11Z,14Z,17Z)-eicosatrienoyl-CoA; SMILES=CCC=CCC=CCC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=430; source=DLKcat	1
P28330	ENSG00000115361	ACADL	120.9340	MAR03431	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=430; source=DLKcat	1
P11310	ENSG00000117054	ACADM	9.5353	MAR03431	substrate=(11Z,14Z,17Z)-eicosatrienoyl-CoA; SMILES=CCC=CCC=CCC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=421; source=DLKcat	1
P11310	ENSG00000117054	ACADM	20.6064	MAR03431	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=421; source=DLKcat	1
P30084	ENSG00000127884	ECHS1	4.7914	MAR03431	substrate=(11Z,14Z,17Z)-eicosatrienoyl-CoA; SMILES=CCC=CCC=CCC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=290; source=DLKcat	1
P30084	ENSG00000127884	ECHS1	5.8592	MAR03431	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=290; source=DLKcat	1
P55084	ENSG00000138029	HADHB	0.1548	MAR03431	substrate=(11Z,14Z,17Z)-eicosatrienoyl-CoA; SMILES=CCC=CCC=CCC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=474; source=DLKcat	1
P55084	ENSG00000138029	HADHB	0.0591	MAR03431	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=474; source=DLKcat	1
Q16836	ENSG00000138796	HADH	183.7879	MAR03431	substrate=(11Z,14Z,17Z)-eicosatrienoyl-CoA; SMILES=CCC=CCC=CCC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=314; source=DLKcat	1
Q16836	ENSG00000138796	HADH	335.0590	MAR03431	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=314; source=DLKcat	1
P42765	ENSG00000167315	ACAA2	11.9294	MAR03431	substrate=(11Z,14Z,17Z)-eicosatrienoyl-CoA; SMILES=CCC=CCC=CCC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=397; source=DLKcat	1
P42765	ENSG00000167315	ACAA2	20.1668	MAR03431	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=397; source=DLKcat	1
Q9H845	ENSG00000177646	ACAD9	0.2367	MAR03431	substrate=(11Z,14Z,17Z)-eicosatrienoyl-CoA; SMILES=CCC=CCC=CCC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=621; source=DLKcat	1
Q9H845	ENSG00000177646	ACAD9	0.0908	MAR03431	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=621; source=DLKcat	1
P09110	ENSG00000060971	ACAA1	1.8561	MAR03432	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=424; source=DLKcat	1
Q99714	ENSG00000072506	HSD17B10	8.8256	MAR03432	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=261; source=DLKcat	1
P49748	ENSG00000072778	ACADVL	10.8180	MAR03432	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=655; source=DLKcat	1
P40939	ENSG00000084754	HADHA	3.8823	MAR03432	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=763; source=DLKcat	1
P28330	ENSG00000115361	ACADL	120.9340	MAR03432	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=430; source=DLKcat	1
P11310	ENSG00000117054	ACADM	20.6064	MAR03432	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=421; source=DLKcat	1
P30084	ENSG00000127884	ECHS1	5.8592	MAR03432	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=290; source=DLKcat	1
P55084	ENSG00000138029	HADHB	0.0591	MAR03432	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=474; source=DLKcat	1
Q16836	ENSG00000138796	HADH	335.0590	MAR03432	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=314; source=DLKcat	1
P42765	ENSG00000167315	ACAA2	20.1668	MAR03432	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=397; source=DLKcat	1
Q9H845	ENSG00000177646	ACAD9	0.0908	MAR03432	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=621; source=DLKcat	1
P09110	ENSG00000060971	ACAA1	1.8561	MAR03433	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=424; source=DLKcat	1
Q99714	ENSG00000072506	HSD17B10	8.8256	MAR03433	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=261; source=DLKcat	1
P49748	ENSG00000072778	ACADVL	10.8180	MAR03433	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=655; source=DLKcat	1
P40939	ENSG00000084754	HADHA	3.8823	MAR03433	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=763; source=DLKcat	1
P28330	ENSG00000115361	ACADL	120.9340	MAR03433	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=430; source=DLKcat	1
P11310	ENSG00000117054	ACADM	20.6064	MAR03433	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=421; source=DLKcat	1
P30084	ENSG00000127884	ECHS1	5.8592	MAR03433	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=290; source=DLKcat	1
P55084	ENSG00000138029	HADHB	0.0591	MAR03433	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=474; source=DLKcat	1
Q16836	ENSG00000138796	HADH	335.0590	MAR03433	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=314; source=DLKcat	1
P42765	ENSG00000167315	ACAA2	20.1668	MAR03433	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=397; source=DLKcat	1
Q9H845	ENSG00000177646	ACAD9	0.0908	MAR03433	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=621; source=DLKcat	1
P49748	ENSG00000072778	ACADVL	6.7234	MAR03170	substrate=heneicosanoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=655; source=DLKcat	1
P28330	ENSG00000115361	ACADL	49.6834	MAR03170	substrate=heneicosanoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=430; source=DLKcat	1
P11310	ENSG00000117054	ACADM	7.3069	MAR03170	substrate=heneicosanoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=421; source=DLKcat	1
Q9H845	ENSG00000177646	ACAD9	0.1552	MAR03170	substrate=heneicosanoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=621; source=DLKcat	1
P40939	ENSG00000084754	HADHA	3.8823	MAR03173	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=763; source=DLKcat	1
P55084	ENSG00000138029	HADHB	0.0591	MAR03173	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=474; source=DLKcat	1
P42765	ENSG00000167315	ACAA2	20.1668	MAR03173	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=397; source=DLKcat	1
P49748	ENSG00000072778	ACADVL	6.8350	MAR03174	substrate=nonadecanoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=655; source=DLKcat	1
P28330	ENSG00000115361	ACADL	51.0568	MAR03174	substrate=nonadecanoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=430; source=DLKcat	1
P11310	ENSG00000117054	ACADM	7.4436	MAR03174	substrate=nonadecanoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=421; source=DLKcat	1
Q9H845	ENSG00000177646	ACAD9	0.1592	MAR03174	substrate=nonadecanoyl-CoA; SMILES=CCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=621; source=DLKcat	1
P40939	ENSG00000084754	HADHA	3.8823	MAR03177	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=763; source=DLKcat	1
P55084	ENSG00000138029	HADHB	0.0591	MAR03177	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=474; source=DLKcat	1
P42765	ENSG00000167315	ACAA2	20.1668	MAR03177	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=397; source=DLKcat	1
P49748	ENSG00000072778	ACADVL	6.9604	MAR03178	substrate=heptadecanoyl-CoA; SMILES=CCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=655; source=DLKcat	1
P28330	ENSG00000115361	ACADL	52.5964	MAR03178	substrate=heptadecanoyl-CoA; SMILES=CCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=430; source=DLKcat	1
P11310	ENSG00000117054	ACADM	7.5956	MAR03178	substrate=heptadecanoyl-CoA; SMILES=CCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=421; source=DLKcat	1
Q9H845	ENSG00000177646	ACAD9	0.1618	MAR03178	substrate=heptadecanoyl-CoA; SMILES=CCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=621; source=DLKcat	1
Q99714	ENSG00000072506	HSD17B10	3.6458	MAR03180	substrate=3-hydroxyheptadecanoyl-CoA; SMILES=CCCCCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O; seq_len=261; source=DLKcat	1
P40939	ENSG00000084754	HADHA	2.0285	MAR03180	substrate=3-hydroxyheptadecanoyl-CoA; SMILES=CCCCCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O; seq_len=763; source=DLKcat	1
Q16836	ENSG00000138796	HADH	131.6311	MAR03180	substrate=3-hydroxyheptadecanoyl-CoA; SMILES=CCCCCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O; seq_len=314; source=DLKcat	1
P40939	ENSG00000084754	HADHA	3.8823	MAR03181	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=763; source=DLKcat	1
P55084	ENSG00000138029	HADHB	0.0591	MAR03181	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=474; source=DLKcat	1
P42765	ENSG00000167315	ACAA2	20.1668	MAR03181	substrate=CoA; SMILES=CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O; seq_len=397; source=DLKcat	1
P49748	ENSG00000072778	ACADVL	7.1084	MAR03182	substrate=pentadecanoyl-CoA; SMILES=CCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=655; source=DLKcat	1
P28330	ENSG00000115361	ACADL	54.3336	MAR03182	substrate=pentadecanoyl-CoA; SMILES=CCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=430; source=DLKcat	1
P11310	ENSG00000117054	ACADM	7.7653	MAR03182	substrate=pentadecanoyl-CoA; SMILES=CCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=421; source=DLKcat	1
Q9H845	ENSG00000177646	ACAD9	0.1647	MAR03182	substrate=pentadecanoyl-CoA; SMILES=CCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O; seq_len=621; source=DLKcat	1
P40939	ENSG00000084754	HADHA	0.9585	MAR03183	substrate=(2E)-pentadecenoyl-CoA; SMILES=CCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=763; source=DLKcat	1
Q08426	ENSG00000113790	EHHADH	20.0641	MAR03183	substrate=(2E)-pentadecenoyl-CoA; SMILES=CCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=723; source=DLKcat	1
P30084	ENSG00000127884	ECHS1	3.5125	MAR03183	substrate=(2E)-pentadecenoyl-CoA; SMILES=CCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O; seq_len=290; source=DLKcat	1
Q99714	ENSG00000072506	HSD17B10	3.7587	MAR03184	substrate=3-hydroxypentadecanoyl-CoA; SMILES=CCCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O; seq_len=261; source=DLKcat	1
